archivo,hoja,bloque_idx,fila_no,producto,unidad_medida,cant_solicitada,cant_devuelta,cant_adicional,cant_total_salida
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,0,Observaciones:                                                                                                                                                                                                        BE:7(Remision 579527),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,Observaciones:                                                                                                                                                                                                        A3:4 (Remision 579525 ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,7,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,Observaciones:                                                                                                                                                                                                        CT: 32 (Remision 579526),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 13,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,5,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,Observaciones:                                                                                                                                                                                                        BE:7(Remision 579885),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,Observaciones:                                                                                                                                                                                                        A3:9 (Remisio 579883 ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,7,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,Observaciones:                                                                                                                                                                                                        CT: 32 (Remision 579884),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 16,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,5,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,Observaciones:                                                                                                                                                                                                        BE:12(Remision 580038),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,Observaciones:                                                                                                                                                                                                        A3:9 (Remisio 580024 ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,7,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,24,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,Observaciones:                                                                                                                                                                                                        CT: 50 (Remision 580025),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 17,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,Observaciones:                                                                                                                                                                                                        BE:8(580171 ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,Observaciones:                                                                                                                                                                                                        A3:4 (580170  ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,7,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,Observaciones:                                                                                                                                                                                                        CT:27(580311),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 18,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,0,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,Observaciones:                                                                                                                                                                                                        BE:8(580310),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,5,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,Observaciones:                                                                                                                                                                                                        A3:12 (580312 ),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,7,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,Observaciones:                                                                                                                                                                                                        CT: 27 (580311),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 19,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,0,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,0,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,Observaciones:                                                                                                                                                                                                        BE:8(580463),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 20,1,Observaciones:                                                                                                                                                                                                        A3:9(580461),,,,,,
