archivo,hoja,bloque_idx,fila_no,producto,unidad_medida,cant_solicitada,cant_devuelta,cant_adicional,cant_total_salida
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,Observaciones:                                                                                                                                                                                                 A3:9(584373),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,Observaciones:                                                                                                                                                                                                  BE:6(584372),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,11,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,10,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,Observaciones:                                                                                                                                                                                                  CT:34(584371),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 22,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,Observaciones:                                                                                                                                                                                                 CT:29(584503),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,Observaciones:                                                                                                                                                                                                  BE:6(584504),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,Observaciones:                                                                                                                                                                                                  CT: 6(584505),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,  SALIDAS RAPIFRITOS- ABRIL 23,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,Observaciones:                                                                                                                                                                                              A3:3(584671),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,Observaciones:                                                                                                                                                                                                  BE:5(584668),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,Observaciones:                                                                                                                                                                                                  CT: 21(584667),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx, SALIDAS RAPIFRITOS- ABRIL 24,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,Observaciones:                                                                                                                                                                                              A3:6(585019),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,Observaciones:                                                                                                                                                                                                  BE:6(585018),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,Observaciones:                                                                                                                                                                                                  CT: 29(585017),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 27,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,Observaciones:                                                                                                                                                                                              A3:6(585152),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,4,EMPANADA POLLO QUESO FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,Observaciones:                                                                                                                                                                                                  BE:6(585151),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,1,EMPANADA HAWAIANA FRITA,UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,3,EMPANADA MIXTA DE TRIGO,UNIDAD,4,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,4,EMPANADA POLLO QUESO FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,8,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,Observaciones:                                                                                                                                                                                                  CT: 29(585150),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 28,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,1,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,4,EMPANADA POLLO QUESO FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,5,FLAUTA POLLO QUESO CHAMPIÑONES FRITA,UNIDAD,2,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,6,PAPA DE (POLLO CARNE Y MEDIO HUEVO),UNIDAD,3,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,7,AREPA DE HUEVO,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,Observaciones:                                                                                                                                                                                              A3:6(585312),,,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,1,1,EMPANADA HAWAIANA FRITA,UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,1,2,EMPANADA DE YUCA (CARNE Y POLLO),UNIDAD,,,,
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- ABRIL 29,1,3,EMPANADA MIXTA DE TRIGO,UNIDAD,,,,
