archivo,hoja,bloque_idx,contexto_encabezado_raw
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB23 DF,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 23 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB24,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 24 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB24,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 24 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB24,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 24 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB25,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB25,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB25,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB26,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB26,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB26,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 25 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB27,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 27 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB27,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 27 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- FEB27,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 27 | 2 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 02,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 2 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 02,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 2 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 02,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 2 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 03,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 3 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 03,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 3 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 03,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 3 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 4,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 4 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 4,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 4 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 4,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 4 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 5,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 5 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 5,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 5 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO 5,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 5 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO006,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 6 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO006,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 6 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:   CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO006,2,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 6 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita: CAFETERIA CAFE PLAZOLETA CAMILO TORRES | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO9,0,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 9 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:   CAFETERIA BIENESTAR ESTUDIANTIL/ DEDIFICIO BIENESTAR ESTUDIANTIL PISO | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
EMPANADAS-RAPRITOS__SJME_DF_14MAYO.xlsx,SALIDAS RAPIFRITOS- MARZO9,1,"PROCESO BIENESTAR ESTUDIANTIL                                                                                                                                                            SUBPROCESO ATENCIÓN SOCIOECONÓMICA | Código: FBE.04 | CONTROL DE PEDIDO Y SALIDAS DE ALMACÉN (BODEGAS) | Versión: 04 | Fecha de Salida de Almacén | Categoría (Marque con X) | dd | mm | aaaa | Alimentos y bebidas | X | 9 | 3 | 2026 | Aseo y productos químicos | Desechables | Unidad de Servicio que solicita:  CAFETERIA ADMINISTRACION 3 / EDIFICIO ADMINISTRACION 3 PISO 6 | Hace referencia a los servicios: Comedores Desayuno, Comedores Almuerzo, Comedores Cena, Combo Saludable Almuerzo, Cafetería Humanitas, Cafetería Akademia, Cafetería Bien estar Bien, Cafetería Campestre, La Cafeteria Bienestar Almuerzos, Bandejas, Desayunos, Mostrador, Servicios Especiales, etc."
