archivo,hoja,producto,unidad_medida,dia_del_mes,cantidad,total_fila
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,23,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,24,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,25,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,26,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,27,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,28,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,29,,0
ENERO_RECETTA_.xlsx,ENERO,Kumis ALPINA natural vaso x 200g,UNIDAD,30,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,1,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,2,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,3,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,4,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,5,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,6,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,7,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,8,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,9,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,10,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,11,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,12,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,13,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,14,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,15,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,16,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,17,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,18,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,19,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,20,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,21,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,22,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,23,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,24,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,25,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,26,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,27,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,28,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,29,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Chocol bol 180mlx6un,PAQUETE,30,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,1,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,2,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,3,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,4,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,5,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,6,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,7,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,8,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,9,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,10,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,11,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,12,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,13,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,14,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,15,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,16,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,17,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,18,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,19,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,20,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,21,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,22,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,23,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,24,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,25,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,26,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,27,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,28,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,29,,0
ENERO_RECETTA_.xlsx,ENERO,Multip Alpin ALPINA Fresa bol 180mlx6un,PAQUETE,30,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,1,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,2,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,3,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,4,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,5,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,6,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,7,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,23,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,24,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,25,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,26,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,27,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,28,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,29,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA fresa x 150g,UNIDAD,30,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,1,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,2,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,3,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,4,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,5,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,6,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,7,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,23,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,24,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,25,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,26,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,27,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,28,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,29,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA melocoton x 150g,UNIDAD,30,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,1,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,2,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,3,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,4,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,5,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,6,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,7,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,23,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,24,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,25,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,26,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,27,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,28,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,29,,0
ENERO_RECETTA_.xlsx,ENERO,Yogurt ALPINA mora x 150g,UNIDAD,30,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,1,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,2,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,3,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,4,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,5,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,6,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,7,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,23,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,24,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,25,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,26,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,27,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,28,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,29,,0
ENERO_RECETTA_.xlsx,ENERO,YOGURT ALPINA GRIEGO NATURAL 150GR,UNIDAD,30,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,1,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,2,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,3,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,4,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,5,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,6,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,7,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,8,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,9,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,10,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,11,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,12,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,13,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,14,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,15,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,16,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,17,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,18,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,19,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,20,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,21,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,22,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,23,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,24,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,25,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,26,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,27,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,28,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,29,,0
ENERO_RECETTA_.xlsx,ENERO,Arequipito ALPINA 24 x 50g,CAJA,30,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,1,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,2,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,3,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,4,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,5,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,6,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,7,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,8,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,9,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,10,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,11,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,12,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,13,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,14,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,15,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,16,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,17,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,18,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,19,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,20,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,21,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,22,,0
ENERO_RECETTA_.xlsx,ENERO,Avena ALPINA canela x 250g,UNIDAD,23,,0
